path,human,ground,auto,prosodic,ground_wer,ground_cer,auto_wer,auto_cer,prosodic_wer,prosodic_cer,prossegue,prossegue_wer,prossegue_cer
SP_DID_234_seg_664.27_676.99.wav,além do diretor deve ter eh ai nem sei como é que eles eh na linguagem teatral não sei como eles chamam os que tomam parte os que colaboram,além do diretor deve ter ah ai nem sei como é que eles na linguagem teatral não sei como eles chamam os que tomam parte os que colaboram,ainda o diretor deve seria que nem espelha o que ele disse que ir lá um pouco assim um cinco gestões moça para poxa,além do diretor deveria ir e ele se vira esse agro de agrinho,0.069,0.0288,0.8621,0.6043,0.8966,0.6619,alendou o diretor dele teve que ir e o riozinhos o riozinhos o rios o rios o rios,0.9310344827586207,0.6762589928057554
SP_DID_234_seg_13.85_15.27.wav,filme eu gosto mais de comédia,filme eu gosto mais de comédia,filme o gosto mais de comédia,filme eu gosto mais de comédia,0.0,0.0,0.1667,0.0667,0.0,0.0,filme eu gosto mais de domé de,0.3333333333333333,0.13333333333333333
SP_DID_234_seg_1305.95_1307.64.wav,mas é é é danado viu?,mas é é é danado viu,mas aí é danado viu,mas é danado viu,0.1667,0.0476,0.5,0.1905,0.5,0.2381,mas é danado viu,0.3333333333333333,0.2
SP_DID_234_seg_367.81_368.33.wav,a última,a última,a última,a última,0.0,0.0,0.0,0.0,0.0,0.0,a ultim lá,1.0,0.5
SP_DID_234_seg_1706.95_1719.16.wav,então através do que do do do da televisão eu acho que seria um um um bom um bom jeito de de de se fazer chegar ao público as peças teatrais que estão em cartaz,então através do do do da televisão eu acho que seria um um um bom um um um um um um jeito de de se fazer chegar ao público as peças teatrais que estão encartadas,então através do do do da televisão,então através do que do do do do da dele,0.2857,0.175,0.8,0.7813,0.8,0.7563,então através do que do botou da televisão o raro assim eu não me ligava as coisas eles assim a rindo,0.7714285714285715,0.56875
SP_DID_234_seg_271.22_271.51.wav,foi!,foi,fui,foi,1.0,0.25,1.0,0.5,1.0,0.25,foi,0.0,0.0
SP_DID_234_seg_400.62_401.00.wav,não!,não,foi,não,1.0,0.25,1.0,0.75,1.0,0.25,,1.0,1.0
SP_DID_234_seg_743.36_746.86.wav,então eles chamam teatro como é que eles chamam?,então eles chamam o teatro como é que eles chamam,então eles chamam o teatro como é que eles chamam,então eles chamam teatro como é que eles chamam,0.2222,0.0625,0.2222,0.0625,0.1111,0.0208,então eles só não teatro com uma divisão,0.7777777777777778,0.48936170212765956
SP_DID_234_seg_1737.10_1750.66.wav,eu tenho a impressão eu acho que que se fosse mais comentado através da televisão que que em todos os os lares é é assistido eu tenho a impressão que seria mais aceito o teatro,eu tenho a impressão eu acho que que se fosse mais comentado através da televisão que em todos os os lares eh eh assistido eu tenho a impressão que seria mais aceito o teatro,eu tenho a impressão eu acho que nem se fosse mais você ir de através da bezerro e escoço só se eu prefiro se se,eu tenho a impressão que eu falei que que forne se a gente se acha de é verdadeiro assim eu não sei se,0.0857,0.0455,0.6857,0.4943,0.7714,0.6136,eu tenho a impressão que eu acho que você é fozinho assim,0.8,0.7215909090909091
SP_DID_234_seg_1206.35_1207.34.wav,filmes doidos,filmes doidos,filgues boidos,filmes doidos,0.0,0.0,1.0,0.2308,0.0,0.0,filhos doidos,0.5,0.15384615384615385
SP_DID_234_seg_1552.86_1559.72.wav,o público assim em geral eu acho que vai a cinema mesmo o cinema eles acham caro né?,o público assim em geral eu acho que vai ao cinema mesmo cinema eles acham caro né,o público assim em geral eu acho,o público assim em geral eu acho que sim sim irmãs,0.1667,0.0476,0.6111,0.619,0.5556,0.4643,cobrigo assim geral eu assunto e pai assim e não é que você vem assim eu,0.8333333333333334,0.5662650602409639
SP_DID_234_seg_2075.33_2081.30.wav,agora na televisão televisão tem vários programas bons,agora na televisão tem vários programas bons,agora na televisão televisão tem várias problemas bons,agora na televisão televisão tem vários problemas bons,0.125,0.1852,0.25,0.0741,0.125,0.0556,agora na televisão televisão tem lá jogando as músicas e,0.625,0.3333333333333333
SP_DID_234_seg_2136.34_2143.01.wav,eu tenho um grande amigo meu que vem aqui diz assim você está ficando quadrada hein assistindo novela eu disse não estou acomodada que quadrada!,tem um grande amigo meu que vem aqui diz assim você está ficando quadrada hein assino novela eu disse não estou acomodada aqui quadrada,e eu tenho um grande amigo meu que vem aqui disse assim você está você está citando a palavra aí ela disse,eu tenho um grande amigo meu que vinha aqui de ser cento e eu que falei assim o que fala assim se chama da minha,0.2,0.0903,0.56,0.4861,0.68,0.5,eu tenho um grande amigo meu que disse assim se faça isso aí nós gostaríamos que eu disse assim,0.6,0.5524475524475524
SP_DID_234_seg_2194.08_2196.71.wav,mas é meio cansativo o prô o programa político né,mas é meio cansativo o programa político né,mas é meio que sou um dom não indio não,mas é meio,0.2,0.1224,0.7,0.6122,0.7,0.7959,mas é meio incontativo o problema político,0.5,0.32653061224489793
SP_DID_234_seg_1161.10_1175.99.wav,eu noto que antigamente tinham filmes mais assim com maior conteúdo mais eh os filmes eram mais ah o pessoal não sei hoje em dia não aparece tanto filme como antigamente,eu noto que antigamente tinham filmes mais assim com maior conteúdo mas os filmes eram mais ah o pessoal não sei hoje em dia não aparece tanto filme como antigamente,tem o moto que antes da mente tinham filhos mais assim como a e ela é um dos pausa os são pequenos,eu noto que evidentemente tinha um rio e um grande de dança,0.0645,0.0237,0.9677,0.6095,0.9032,0.7337,tem um boto que não que dá leite que não se fala tem uma obra do luar você se vê um ano aonde ele se vê ali se vê ali se bem,1.0,0.6982248520710059
SP_DID_234_seg_562.83_567.03.wav,agora a televisão a gente vê o mínimo né do qu do máximo que eles fazem,então agora a televisão a gente vê o mínimo né do que do máximo que eles fazem,agora a televisão a gente vê o menino né dom não assim ninguém está,agora a televisão a gente viu o menino anjo não assim o que eles fazem,0.125,0.0986,0.5,0.338,0.4375,0.2254,agora a televisão para a gente vinha ele morou assim viza né,0.75,0.5633802816901409
SP_DID_234_seg_1562.98_1564.26.wav,então o público prefere,então o público prefere,então o pôr crescer e,então o público ou prefere,0.0,0.0,0.75,0.4348,0.25,0.1304,então eu cobrei para o prefere-se ele,1.25,0.8260869565217391
SP_DID_234_seg_1003.03_1012.50.wav,agora para ir ao cinema assistir filme de banguebangue como diz o meu amigo doutor wilson bangue-bangue e assistir filme de de de bandido mocinho eu acho horrível,agora para ir ao cinema assistir filme de bang-bang como diz o meu amigo doutor russo bang e bag e assistir filme de de bandido mocinho eu acho horrível,agora para ir a o siniena assistiu me bem bem e,agora para ir ao cinema assisti filme de que com um novo,0.2143,0.0988,0.8214,0.7407,0.75,0.6667,agora para ele ao cinema assisti o menino,0.8214285714285714,0.7716049382716049
SP_DID_234_seg_1304.08_1305.63.wav,esse tipo de filme também eu gosto,esse tipo de filme também eu gosto,e se te pôr de filme também eu gosto,recite poder filme e também o bolso,0.0,0.0,0.5714,0.1471,0.8571,0.4412,e esse tipo de filme também eu gosto,0.14285714285714285,0.058823529411764705
SP_DID_234_seg_809.57_814.00.wav,e tive oportunidade de trabalhar fazer uma cena com o ballet russo,e tive a oportunidade de trabalhar fazer uma cena com o o balé russo,e tive a oportunidade de trabalhar fazer uma cena ruim de russu,eu tive a oportunidade de trabalhar fazer,0.25,0.1061,0.4167,0.197,0.6667,0.4697,e tive a oportunidade de trabalhar fazer um acima meio de os,0.5833333333333334,0.2878787878787879
SP_DID_234_seg_697.46_700.57.wav,eu acho que o colaboradores devem ser o os mesmos né que,eu acho que os colaboradores devem ser os mesmos né que,eu acho que o higna e eu não devo encer os mesmos,eu acho que opuguei e tem isso,0.1667,0.0536,0.6667,0.4821,0.75,0.6071,eu acho que o parador adoradores vivem ser os mesmos né de,0.4166666666666667,0.25
SP_DID_234_seg_1515.76_1523.33.wav,eu nem sei eu acho que os olha não posso te responder não sei,eu nem sei eu acho que os olha eu não posso te responder não sei,e eu bem sei eu acho que eu só olha não estou só te responder não sei,realmente sei eu acho que eu só eu bolsa perreja quando eu virei,0.0714,0.0492,0.4286,0.2131,0.7143,0.5738, eu menci e eu acho que os oram os estereceram eu ganhou-se,0.6428571428571429,0.4918032786885246
SP_DID_234_seg_1990.90_1991.46.wav,não sei,não sei,não sei,não sei,0.0,0.0,0.0,0.0,0.0,0.0,nossa hein,1.0,0.8571428571428571
SP_DID_234_seg_488.58_507.59.wav,eles preparam o o o a peça e devem dividir o os o o o as partes para os artistas deve ter um ensaio medonho aquilo deve ser cansativo horroroso depois quando vai ap a encenar eu acho que o pessoal já está uh sabendo mais do que de cor,eles preparam o o a peça eh devem dividir o os o as partes para os artistas deve ter um ensaio medonho aquilo deve ser cansativo horroroso depois quando vai a encenar eu acho que o pessoal já está sabendo mais do que de,eles trataram a peça e devem dividir os os os os caras das as as preciais e ele vira e o homem se fala,eles preparam ou a peça e devem dividir os senhores assim as,0.14,0.0726,0.82,0.6496,0.82,0.7564,e eles preparam até sempre a indivíduo que gozou as partilhas assim que vão ver as,0.92,0.7735042735042735
SP_DID_234_seg_776.83_777.76.wav,tenho impressão não sei,tem impressão sim,tem impressão não sei,tenho a impressão ou não sei,0.75,0.3913,0.25,0.1304,0.5,0.2174,tenho a impressão não sei,0.25,0.08695652173913043
SP_DID_234_seg_11.35_12.67.wav,mais a teatro do que a cinema,mais a teatro do que cinema,mas a teatro a do que a cinema,mas a teatro do que a cinema,0.1429,0.069,0.2857,0.1034,0.1429,0.0345,mas a quem é a que eu vou que é cinema,1.1428571428571428,0.5862068965517241
SP_DID_234_seg_1298.79_1300.83.wav,quando eu saí de lá mas eu estava cansada,quando eu saí de lá mesmo eu estava cansada,quando eu saí de lá eu ah nasceu e estava cansada,quando eu saí de lá mas eu estava cansada,0.1111,0.0732,0.4444,0.2439,0.0,0.0,quando eu saí de lá nasceu estava consada,0.3333333333333333,0.07317073170731707
SP_DID_234_seg_195.98_199.10.wav,até nós lá no rio na praia vermelha tem um restaurante com o nome,até nós lá no rio na praia vermelha tem um restaurante com o nome,até nós lá morreu na praia vermelha tem luz,até nós lá novinho se para ver a minha,0.0,0.0,0.5,0.4308,0.7857,0.5846,até nós o amor em uma casa dele e até onde só nós vivemos,0.8571428571428571,0.6615384615384615
SP_DID_234_seg_1932.95_1934.83.wav,sei lá eu não não não tenho,sei lá eu não não tenho,eu disse lá eu não vi,você vai eu não,0.1429,0.1481,0.7143,0.6667,0.7143,0.7778, Sei lá eu não não tenho,0.14285714285714285,0.14814814814814814
SP_DID_234_seg_1115.90_1116.90.wav,o que mais me impressiona?,o que mais me impressiona,o que mais me impressiona,o que mais me impressiona,0.2,0.0385,0.2,0.0385,0.2,0.0385,o que mais me impressiona,0.0,0.0
SP_DID_234_seg_1243.24_1244.12.wav,mas eu fiquei chocada,mas eu fiquei chocado,mas eu fiquei,mas eu fiquei no,0.25,0.0476,0.25,0.381,0.25,0.2857,mas eu fiquei soltada,0.25,0.19047619047619047
SP_DID_234_seg_866.91_869.28.wav,eu digo os camarins a preparação toda para entrar,eu digo os camarins a preparação toda para entrar,eu digo os ferrindo na preparação toda para entrar,eu de gosto,0.0,0.0,0.2222,0.1429,0.8889,0.8367,e o dito os tamar em sacra é para são pôr para entrar,1.1111111111111112,0.40816326530612246
SP_DID_234_seg_791.94_793.72.wav,porque o grupo que trabalha em hair é enorme né,porque o grupo que trabalha em gera era enorme né,porque o grupo que trabalha ainda é enorme né,porque o grupo que trabalha aí é enorme né,0.2,0.1489,0.2,0.1277,0.2,0.1277,porque o grupo que trabalha em a irei e nove menina,0.5,0.23404255319148937
SP_DID_234_seg_147.56_149.21.wav,eu tenho assistido umas peças,eu tenho tido umas peças,eu tenho um erro com as peças,eu tenho não tenho,0.2,0.1724,0.8,0.3793,0.6,0.5862,eu tenho assistido umas peças,0.0,0.0
SP_DID_234_seg_282.24_284.27.wav,as roupas maravilhosas os cenários,nas roupas maravilhosas cenários,as roupas maravilhosas são cenárias,as roupas maravilhosas são cenários,0.4,0.1176,0.4,0.1176,0.2,0.0882,as roupas maravilhosas assinárias,0.4,0.14705882352941177
SP_DID_234_seg_1203.43_1204.54.wav,hoje está tudo meio louco né,hoje está tudo meio louco né,hoje está tudo meio louco né,pode estar tudo meio louco né,0.0,0.0,0.0,0.0,0.3333,0.1429,pode estar tudo meio louco na,0.5,0.17857142857142858
SP_DID_234_seg_303.68_304.20.wav,mas elas,mas elas,mas elas,mas elas,0.0,0.0,0.0,0.0,0.0,0.0,mas erros,0.5,0.375
SP_DID_234_seg_1020.47_1032.51.wav,mas eu eu gosto de filme assim além de comédia eu gosto de filme filme assim de de amor filme que me prenda a atenção,mas eu eu gosto de filme assim além de comédia eu gosto de filme de de amor filme que me prenda a atenção,mas eu eu gosto de filme assim eu também de também eu gosto de ser vi e assim e eu tinha horrível,mas eu gosto de filme assim rindo assim de lia de sonho assim e ó e assim,0.08,0.1026,0.6,0.4444,0.68,0.5556,mas eu eu gosto de filme e aí eu mandei o curso de vizinho e vizinho não sei se virem,0.68,0.5811965811965812
SP_DID_234_seg_313.40_314.40.wav,nesses últimos dias,nessos últimos dias,nesse últimos dias,neses últimos dias,0.3333,0.0526,0.3333,0.0526,0.3333,0.0526,e esses são tínhamos os dias e,2.0,0.7894736842105263
SP_DID_234_seg_854.39_855.31.wav,quer dizer aquilo me chocou,então aquilo me chocou,que antes era aquilo mexeu com,quer dizer aquilo me chocou,0.4,0.3333,1.0,0.4815,0.0,0.0,quer dizerá que eu me socorro,0.8,0.4074074074074074
SP_DID_234_seg_1413.28_1419.52.wav,ah em primeiro lugar eu acho que é o o o diretor e os principais artistas né,em primeiro lugar eu acho que o o diretor e os principais artistas,aí primeiro eu dar eu passo uma,mas em primeiro lugar eu acho que eu depois você vê,0.2353,0.1316,0.8824,0.6974,0.6471,0.4868,aí em primeiro andar eu acho que é onde pôs esse para dar disso,0.6470588235294118,0.4342105263157895
SP_DID_234_seg_407.75_409.36.wav,não tinha nem onde sentar viu?,não tinha nem onde sentar viu,não tinha nenhum descentável,não tinha nem onde é sentar viu,0.1667,0.0333,0.6667,0.4333,0.3333,0.1,não tinha nem onde sentar viu,0.0,0.0
SP_DID_234_seg_1209.09_1218.33.wav,assisti um filme era sobre droga eu não lembro o filme de um rapaz e uma moto aquilo me chocou tremendamente,ela assisti um filme era sobre droga eu não lembro o filme de um rapaz de uma moto aquilo me chocou tremendamente,assis que um filme era sobre brilho a eu moro em um gui e tenho um guarda-se,assiste um filme sobre droga,0.0952,0.0463,0.7619,0.5463,0.8095,0.75,assiste um filme e era sobre droga eu não lembro se o inimigo matar seu avô,0.6666666666666666,0.4722222222222222
SP_DID_234_seg_31.57_45.04.wav,eh irmã dela e e um professor da faculdade aí de são são caetano do sul eh ele dá aula no serviço social e ele nos convida de quase todo domingo a gente vai,é irmã dela e um professor da faculdade aí de são são caetano do sul eh ele dá aula no serviço social e ele nos convida quase todo domingo a gente vai,e o irmão dela é um professor da faculdade a intenção são,a irmã dela e um professor da faculdade e aí de são são se danos sozinha,0.0882,0.0449,0.8529,0.6987,0.7059,0.5833,e o irmão dela aí um professor da sacundade que veio só do santo,0.8823529411764706,0.6794871794871795
SP_DID_234_seg_1671.56_1684.04.wav,eu acho que seria a a a a o lado mais fácil de se chegar ao público para para se chamar ao teatro seria através da televisão,eu acho que seria a a a a o lado mais fácil de chegar ao público para para se chamar o teatro seria através da televisão,eu acho que seria a o alares tração e a gente tinha lá para o um bico,eu acho que seria a a o raro,0.0741,0.0323,0.7407,0.629,0.7407,0.7742,e eu acho que seria a um ar mais taxa cinza e sempre assim para um rindo o rio,0.7777777777777778,0.6129032258064516
SP_DID_234_seg_173.80_174.98.wav,gostei muito de hair,gostei muito de resto,nós tem muito degu,gostei muito,0.25,0.25,1.0,0.45,0.5,0.4,gostei muito bem a ele,0.75,0.35
SP_DID_234_seg_1260.83_1262.23.wav,não lembro faz tempo que assisti também,não lembro faz tempo que eu assisti também,não lembro faz tempo que assiste também,não lembro faz tempo que assiste também,0.1429,0.0769,0.1429,0.0256,0.1429,0.0256,não lembro faz tempo que assiste também,0.14285714285714285,0.02564102564102564
SP_DID_234_seg_1935.41_1937.01.wav,eu acho que o cinema está perdendo viu,eu acho que o cinema está perdendo viu,eu acho que o cinema está perdendo viu,eu acho que o cinema está perdendo ouvir,0.0,0.0,0.0,0.0,0.125,0.0789,eu acho que o semena está perdendo viu,0.125,0.10526315789473684
SP_DID_234_seg_2197.52_2200.95.wav,depois de assistir a novela a gente não vai assistir programa político,depois de assistir a novela a gente vai ser programa político,depois de assistir a novela a gê e o vai na vestido da rua índia,depois de assistir tira a novela a gente não vai,0.1667,0.1429,0.6667,0.3429,0.3333,0.4571,depois vem assim e tirá-lo ver a gente vai se virar ah dizia assim vamos ver,1.0833333333333333,0.6142857142857143
SP_DID_234_seg_836.99_838.63.wav,eu achei aquilo horroroso viu?,eu achei aquilo horroroso viu,eu achei aquilo horroroso viu,eu achei aquilo horroroso viu,0.2,0.0333,0.2,0.0333,0.2,0.0333,ela senha que o rolojo viu,1.0,0.4827586206896552
SP_DID_234_seg_1761.05_1764.88.wav,você vê uma peça que vá duas três pessoas da família eles acham caro,você vê uma peça que vá duas três pessoas da família e eles acham caro,você vê uma peça que vai duas pessoas da família e precisa jantar,se vê uma peça que vá duas três pessoas da família e eles acham caro,0.0714,0.0294,0.3571,0.2794,0.1429,0.0882,servia uma peça que vai para as três esposa a família sacana,0.7142857142857143,0.4264705882352941
SP_DID_234_seg_1176.36_1178.28.wav,eu me lembro da vários filmes não lembro os nomes,eu me lembro de vários filmes não lembro os nomes,eu me lembro da vários filmes não lembro os nomes,e eu me lembro da várias sim eu sempre lembro os nomes,0.1,0.0204,0.0,0.0,0.5,0.2653,eu me lembro dar vários filmes não lembro os nomes,0.1,0.02040816326530612
SP_DID_234_seg_366.89_367.40.wav,eu me lembro,eu me lembro,eu meu índio,que eu me lembro,0.0,0.0,0.6667,0.5,0.3333,0.3333,e eu me lembro,0.3333333333333333,0.16666666666666666
SP_DID_234_seg_2107.24_2111.69.wav,e ficar em casa tomando seu cafezinho comendo seu sanduíche e e e assistindo filme,e ficar em casa tomando seu cafezinho comendo o seu sanduíche e assistindo o filme,e ficar em casa tomando seu cafezinho comendo os suíxidos e as,e ficar em casa tomando o seu cafezinho,0.2667,0.0976,0.4,0.3293,0.6,0.5732,eu fui para em paz acumando o seu parcezinho comendo o seu sangue esse vizinho,0.9333333333333333,0.45121951219512196
SP_DID_234_seg_175.17_176.47.wav,ai achei fabuloso,ai achei famoso,aí achei fabuloso,aí achei fabuloso,0.3333,0.1765,0.3333,0.0588,0.3333,0.0588,aí ia ser fado um osso,2.0,0.6470588235294118
SP_DID_234_seg_803.72_808.01.wav,bom eu quando tinha uns dezoito quinze a dezoito anos eu estudei ballet,bom eu quando tinha uns dezoito quinze a dezoito anos eu estudei balé,bom eu quando tinha uns dezoito quinze anos uns oito,bom eu quando tinha uns dezoito quinze a dezoito anos,0.0769,0.0423,0.3846,0.338,0.2308,0.2535,doeu quando tinha uns dezoito que eles iam de joio do ano dos mil e dão,1.0,0.43661971830985913
SP_DID_234_seg_177.25_179.02.wav,cenário de hair uma m maravilha,o cenário de real é uma maravilha,semanha dele como é minha maravilha,de um cenário deu uma ilha maravilha,0.6667,0.2903,0.8333,0.5806,0.8333,0.4839,cinário bem aí foi uma ele de maravilha,1.0,0.4838709677419355
SP_DID_234_seg_2188.46_2191.38.wav,mas falava-se muito sobre o o alto custo de vida,mas falava-se muito sobre o o alto custo de vida,mas falava-se muito sobre o álbústrobio tudo de vida,mas falava-se muito sobre o alto custo de vida,0.0,0.0,0.3,0.25,0.1,0.0417,mas está lá vai assim muito som e o óbvio onde vinha,1.0,0.5625
SP_DID_234_seg_780.61_791.11.wav,você já imaginou para para fazer a peça hair quanta gente que não foi eh eh não foi eh preparada ali,você imaginou para fazer a peça real quanta gente que não foi eh não foi eh preparada ali,você já imaginou para fazer a peça enquanto a gente não foi e não fui,você já imaginou parar para fazer a peça quanta gente que não foi e que vem se recar,0.1905,0.15,0.4762,0.38,0.4286,0.27,você já imaginou para fazer a peça ai não está assim de vinho assim cara aí,0.6190476190476191,0.45
SP_DID_234_seg_558.46_562.83.wav,e lá no no teatro não o teatro é uma coisa que que aparece,e lá no no teatro não o teatro é uma coisa que que aparece,ela não no teatro ou no teatro é uma coisa que já parece,e lá no no teatro uma coisa que é que aparece,0.0,0.0,0.5,0.1897,0.3571,0.2931,ela monopécrita ou não é uma coisa de que aparece,0.5714285714285714,0.3793103448275862
SP_DID_234_seg_1220.31_1221.63.wav,eu não lembro o nome do filme,eu não lembro o nome do filme,eu não lembro o nome do filme,e eu não lembro o nome do filme,0.0,0.0,0.0,0.0,0.1429,0.069,eu não lembro o nome do filme,0.0,0.0
SP_DID_234_seg_487.27_488.30.wav,deve ser como na televisão,deve ser como na televisão,deve ser como na televisão,deve ser como na televisão,0.0,0.0,0.0,0.0,0.0,0.0,deve ser como uma televisão,0.2,0.07692307692307693
SP_DID_234_seg_1978.35_1979.86.wav,há uns seis anos atrás ou oito,há uns seis anos atrás oito,há uns seis anos atrás sou ruído,há uns seis anos atrás ou oito,0.1429,0.1,0.2857,0.1667,0.0,0.0,ah não sei se anos atrás muito,0.8571428571428571,0.3333333333333333
SP_DID_234_seg_1114.79_1115.90.wav,não sei o que te responder,não sei o que te respondeu,não senhor o que que ele esconder,não sei o que ter respondido,0.1667,0.0385,0.6667,0.4231,0.3333,0.1538,não eu não sei o que quer esconder,0.6666666666666666,0.46153846153846156
SP_DID_234_seg_1955.09_1975.95.wav,era eu acho que era nem divertimento o o passava porque a pessoa ficava cansada de ficar em fila adquirir ingresso ficava na fila de ingresso na fila de para entrar eu acho que isso não era uma coisa era um era uma coisa fora de de de de de de série a pessoa ir lá para se diver distrair divertir voltava cansada de pegar uma fila enorme,eu acho que era nem divertimento passava porque a pessoa ficava cansada de ficar em fila adquirir ingresso ficava na fila de ingresso na fila de para entrar eu acho que isso não era uma coisa fora de de de de série a pessoa ir lá para se de distrair e divertir voltava cansado de pegar uma fila enorme,peraí eu acho que era bem divertimento gostava da sua pessoa que era velha para mim e a gente vai virar as pessoas lá no rio e a gente se você já viu,era eu acho que esse meu divertimento não estava assim que eu disse que ele é assim se assim de salgada já lembro,0.1912,0.1217,0.8529,0.6795,0.8676,0.7359,e era eu acho que era nem viver de medo com o parco que se eu andava se eu lembro de ele,0.8676470588235294,0.7804154302670623
SP_DID_234_seg_272.74_274.06.wav,com quem foi casa de bonecas,com quem foi casa de bonita,com quem foi casa a ver bonecas,com quem foi casar de bonecas,0.1667,0.1071,0.3333,0.1429,0.1667,0.0357,quem foi passar de donetas,0.5,0.32142857142857145
SP_DID_234_seg_567.37_570.67.wav,então no teatro eu acho que é é bem mais difícil,então no teatro eu acho que é bem mais difícil,então na teatro eu acho que é bem mais difícil,então no teatro eu acho que é bem mais difícil,0.0909,0.0417,0.1818,0.0625,0.0909,0.0417,então o teto e o açom é bem mais difícil,0.5454545454545454,0.25
SP_DID_234_seg_2055.82_2057.96.wav,mas ainda passa jornal antes,mas ainda passa jornal antes,mas ainda passar jornal antes,mas ainda passa jornal,0.0,0.0,0.2,0.0357,0.2,0.2143,mas ainda está sazol antes,0.4,0.32142857142857145
SP_DID_234_seg_602.61_607.55.wav,eu acho que o trabalho deles é é medonho quer dizer o trabalho em conjunto né,eu acho que o trabalho deles é é medonho quer dizer eu trabalho em conjunto né,eu acho que o trabalho dele serve de bom me ver visível o trabalho um conjunto lá,eu acho que o trabalho deles,0.0625,0.026,0.5625,0.2857,0.625,0.6364,eu acho que eu trabalhava o beris ele ia embora,0.75,0.5974025974025974
SP_DID_234_seg_464.83_470.57.wav,eu não vou no cinema para me divertir então vou ao teatro para me divertir prefiro dar risada,eu não vou no cinema para me divertir então vou ao teatro para me divertir prefiro dar risada,eu não vou morar assim mesmo para me divertir então vou olhada para me divertir e ele fica para risada,eu não vou no cinema para me divertir então vou lá e descer na,0.0,0.0,0.5,0.3011,0.4444,0.3871,e eu não vou morar cinema para ver o tiro então vou arrumar ele de de,0.7222222222222222,0.5161290322580645
SP_DID_234_seg_794.47_794.92.wav,você não assistiu,você não assistiu,você não assistiu,você não assistiu,0.0,0.0,0.0,0.0,0.0,0.0,você não assistiu,0.0,0.0
SP_DID_234_seg_1597.74_1600.89.wav,teatro pou eu acho que uma minoria que se interessa por teatro,teatro pouco eu acho que uma minoria que interessa para o teatro,teatro eu acho que uma memória de ciência das virtu,teatro olhe eu acho que na minha maioria é que se sente e sabe o seu,0.3333,0.1452,0.5833,0.4355,0.8333,0.4355,que a propô eu acho que uma memória é que simperia estavam e a,0.75,0.4838709677419355
SP_DID_234_seg_2156.70_2158.19.wav,programa preferido de televisão,programa preferir televisão,programa preferido de televisão,problemrobrana preferido de televisão,0.5,0.1613,0.0,0.0,0.25,0.2581, Problema preferido de televisão,0.25,0.0967741935483871
SP_DID_234_seg_1641.85_1645.33.wav,acho que o pessoal é mais já é viciado ir ao cinema né,eu acho que o pessoal é mais já é viciado em ir ao cinema né,acho que o pessoal é mais já é viciado e aos irmã,acho que o pessoal é mais já é viciado irá ao cinema né,0.1538,0.1111,0.3077,0.1852,0.0769,0.0185,passo que o pessoal é mais jazes amanhã em nove meses também,0.6153846153846154,0.5185185185185185
SP_DID_234_seg_2200.95_2203.07.wav,vai até tarde atrapalha um bocado,vai até tarde atrapalha um bocado,vai apertar e atrapalha um bocado,vai até tarde atrapalhar um bocado,0.0,0.0,0.3333,0.1212,0.1667,0.0303,vai apertar vir a tratar a um doutado,1.0,0.42424242424242425
SP_DID_234_seg_814.66_816.28.wav,eu era alu aluna da maria olenewa,eu era aluna da maria leneva,e o hino da maria era o,eu era louca rei no gás e aí,0.2857,0.1818,0.8571,0.5455,0.8571,0.6061,e eu era a rua luma da maria eu ia me aula,1.1428571428571428,0.5454545454545454
SP_DID_234_seg_1482.45_1489.13.wav,eu acho que a televisão pega uma parte do dia todinho né com desenhos e a molecada fica grudada na televisão né,eu acho que a televisão pega uma parte do dia todinha né com desenhos e a molecada fica dando na televisão né,eu acho que a televisão pedal uma parte do,eu acho que a televisão pegou a maior parte do mulher,0.0909,0.0541,0.6364,0.6486,0.7273,0.6306,e eu acho que a televisão pedal apagada de um dia que não me via,0.7727272727272727,0.5945945945945946
SP_DID_234_seg_1218.75_1219.65.wav,assisti em araraquara,mas tinha lá naquara,assiste em araraquara,assiste em araraquara,1.3333,0.5238,0.3333,0.0476,0.3333,0.0476,mas assisti a lara-cora,1.0,0.5238095238095238
SP_DID_234_seg_1565.33_1572.90.wav,apesar do paulista não ter n nada para para ver né só o cinema não tem quase distração nenhuma então ele cai no cinema mesmo né,apesar do paulista não ter nada para ver né só cinema não tem quase distração nenhuma então ele cai no cinema mesmo né,apesar do paulista não ter nada para para,apesar do paulo esse um rindo a rama de,0.1154,0.0709,0.6923,0.6772,0.9231,0.748,apesar do pau eles estavam tirando a dava para ver o seu vinho assim assim,0.8076923076923077,0.6456692913385826
SP_DID_234_seg_1384.42_1392.44.wav,não sei eu acho que tem uns temas aí tão horríveis a gente tem assistido cada filme nossa,não sei eu acho que tem uns temas aí tão horríveis a gente tem assistido cada filme,não sei eu acho que ele disse assim,não sei eu acho que tem os tenas ah não ruim a gente,0.0556,0.0674,0.7222,0.6404,0.5556,0.4831,não sim eu acho que tem uns termos aí então o ribe eles dizem que eles vivem para não viar,0.7222222222222222,0.4943820224719101
SP_DID_234_seg_107.40_116.62.wav,conter eu acho que o o o como é que eu vou dizer o que sei lá,contir eu acho que um uhum como é que eu vou dizer o que sei lá,compeiro eu acho que o o burro do um bezerro não precisa,contei que eu acho que eu ô como eu tive os meus eu desci lá,0.2353,0.1148,0.7059,0.5082,0.7059,0.4754,com quem eu acho que o o comumente eu vou desistir,0.6470588235294118,0.4426229508196721
